-2326980.01150464,-4660.99226853817
-2326791.21356182,
-2326952.89684643,
-2326873.55492035,
-2296422.32650721,
-2296536.34375552,
-2236252.04243689,
-2326921.94266118,
-2326880.90767193,
-2296356.87102918,
-2296520.22071236,
-2296465.56594325,
-2326913.5216163,
-2236395.65059704,
-2326923.88151003,
-2296430.02862748,
-2296610.76084184,
-2326929.2590961,
-2326880.3998912,
-2326763.92581154,
-2266362.26431883,
-2236174.91328128,
-2326870.74063628,
-2327003.33611805,
-2326826.28070142,
-2118062.75215393,
-2031748.99961815,
-1947286.22497543,
-2003318.79846029,
-1919368.12619344,
-1975036.50541187,
-2003375.44465735,
-2089251.8116045,
-1919336.56029699,
-1975184.79849392,
-1975154.81998504,
-1837002.65586723,
-1836997.7041729,
-1947169.31041617,
-1810077.20552568,
-1864146.23741428,
-1756630.14126677,
-1864256.66431675,
-1756660.370415,
-1730303.92449458,
-1837204.33362009,
-1704014.32935742,
-1809983.49903049,
-1703909.96839858,
-1703933.9450925,
-1783242.45633374,
-1864355.14994655,
-1730225.12332485,
-1703900.22661944,
-1730208.54937999,
-1652301.66707956,
-1501491.24825577,
-1601047.96015135,
-1601174.00512449,
-1783177.87829353,
-1704063.45447059,
-1550930.53083426,
-1501617.44573847,
-1575850.06726238,
-1575858.49759981,
-1266419.23019433,
-1334845.45783699,
-1501636.16683033,
-1477068.34954276,
-1358023.43336118,
-1501554.3041415,
-1677972.06031043,
-1575868.19691686,
-1289033.5213165,
-1526223.52848457,
-1405118.89190602,
-1452714.25212855,
-1601141.32387943,
-1357946.0116574,
-1452918.35228545,
-1357947.84566573,
-1266361.93321076,
-1199667.36418606,
-1550945.73205831,
-1428926.37900608,
-1381234.94798916,
-1452876.13897117,
-1221781.24386844,
-1311784.84242479,
-1243990.10609104,
-1404894.75036916,
-1071908.14599181,
-1334581.21773053,
-1288923.1439081,
-1244087.95902203,
-1452968.26220058,
-1178066.07456799,
-1199779.99706018,
-1311970.029787,
-1289027.8074302,
-1334626.28526863,
-1243910.1273751,
-1177827.10204015,
-1243996.38616727,
-1092617.76511818,
-1199663.0581746,
-1357991.24956054,
-1071964.11100113,
-1199811.69776928,
-1030834.13520118,
-1288805.42503672,
-1428924.84551199,
-1221790.35728482,
-1288942.63334737,
-1113743.9650639,
-1092658.92637753,
-1156357.20942779,
-1051195.50832706,
-1071831.48296916,
-1221698.50803863,
-1071874.97683687,
-1030852.34638493,
-1243936.88363099,
-1092556.35987351,
-1051250.55869486,
-951328.048893836,
-1113632.19419346,
-951217.858429754,
-1092682.60269751,
-1134898.76942535,
-970793.153424,
-837842.848701092,
-931714.448649164,
-1266254.31855096,
-951231.023238041,
-1071913.53222466,
-990594.92946016,
-1010643.42802391,
-1221669.33687838,
-1071718.42497833,
-970793.657804744,
-1177982.63290091,
-990657.591528238,
-748727.896183148,
-970903.222775784,
-1092546.64262557,
-990458.208828808,
-951209.225064,
-893689.262940124,
-951234.696012043,
-801559.04122723,
-874859.699741398,
-912630.994117536,
-931782.505699711,
-912645.191394461,
-990396.720916476,
-1010617.39103926,
-1010546.52950544,
-951039.974101007,
-990482.706449572,
-874863.206610459,
-1010709.43137384,
-697614.947137158,
-990565.826228344,
-874634.550359702,
-748689.141588241,
-1071816.35940747,
-837666.089674785,
-856290.402540166,
-748650.753907167,
-748741.275369766,
-731442.070489619,
-912565.838061148,
-856130.080221882,
-731485.057677708,
-714392.77604147,
-931813.645084061,
-819583.081377618,
-874570.044292734,
-748661.66789344,
-681033.191629436,
-874649.426086497,
-931798.38325774,
-874793.716210763,
-783756.80739197,
-951252.387646409,
-648325.209420858,
-697624.963296571,
-714521.467537193,
-714371.55889836,
-714378.233271214,
-856037.340496479,
-632323.231144515,
-714455.989219154,
-632542.175943117,
-714467.08139059,
-680954.16138198,
-856062.066381354,
-616570.92510625,
-632295.713451481,
-570290.287550867,
-600936.474918687,
-600916.681313474,
-601042.779545952,
-731426.896047092,
-616536.188312351,
-801607.937644062,
-748552.405634721,
-600975.492688012,
-497274.926218299,
-766067.86078246,
-632321.169359245,
-648382.8685272,
-442412.221820711,
-600811.5428086,
-525734.271646495,
-664612.136342205,
-632482.648997542,
-525871.462374237,
-511450.841204007,
-555328.986748927,
-697463.393183965,
-585564.997193319,
-570384.771093845,
-570376.41410006,
-555283.16538195,
-731320.675545793,
-442387.51987265,
