-1810112.97053586,-6120.88094680564
-1864491.3099546,
-1947389.31322224,
-1947472.41327906,
-1810282.12249519,
-1975408.9505787,
-2032031.71092586,
-1975315.46514002,
-1892014.7260593,
-1919571.83999222,
-1783499.59983351,
-1704083.52440848,
-1704181.34990384,
-1810074.17066773,
-1601374.33981367,
-1810228.5934311,
-1837238.96542212,
-1810227.81496772,
-1626501.72117052,
-1837186.4551239,
-1652349.03719463,
-1551200.28210272,
-1526230.71639459,
-1626815.74921661,
-1551175.14989171,
-1756962.24671982,
-1678193.46410057,
-1501779.62270055,
-1428909.30524653,
-1678218.78378153,
-1756773.52902765,
-1601344.60514892,
-1576296.05258391,
-1501676.78367318,
-1730427.36418469,
-1334996.553956,
-1576137.6055364,
-1244096.02940267,
-1526290.44766709,
-1576194.62420303,
-1477099.64398711,
-1452902.26560117,
-1551119.49526745,
-1381702.49118996,
-1405024.80106275,
-1526427.79858725,
-1526195.87954753,
-1551109.34136014,
-1266530.42610648,
-1334914.87294521,
-1429097.46662666,
-1358085.37360807,
-1405187.69440366,
-1381592.95854138,
-1334849.76151542,
-1135049.52397987,
-1551070.74025592,
-1551188.5346238,
-1358257.76384446,
-1477196.17728043,
-1289258.71514333,
-1266576.5099609,
-1334861.62065168,
-1289108.64332832,
-1244200.37153419,
-1199812.89498576,
-1221995.07375052,
-1092718.21097269,
-1335055.30713936,
-1113721.28516491,
-1626693.7443427,
-1156454.16369055,
-1010807.20986639,
-1072129.07343393,
-1311824.20498984,
-1031005.54347726,
-1010817.28781244,
-1178216.80105232,
-1244074.93952608,
-1135032.70218454,
-1199952.74274713,
-1244156.80345346,
-1051326.92721002,
-1092880.40304991,
-912654.039264769,
-1289047.14421312,
-1113697.46497211,
-1113839.87458062,
-970997.415457392,
-893699.138666031,
-1244171.04824498,
-1135036.49548727,
-1051528.00100153,
-837858.090125408,
-1135126.88289811,
-1266437.13435111,
-1177948.79783174,
-1092798.88088886,
-1071856.52119513,
-1051318.86193137,
-1010777.66374868,
-1051370.99031905,
-931925.542368748,
-931854.514918836,
-970877.459327948,
-1114066.45174993,
-912693.247148812,
-912725.83031085,
-856356.714166615,
-1072013.5168558,
-893715.37889027,
-970929.054042333,
-1071988.46180245,
-931969.539266027,
-931876.293542922,
-912793.242934737,
-874959.779501858,
-1113637.41147301,
-1010783.4122361,
-856320.055060589,
-801541.105034209,
-801625.880292688,
-632446.280890776,
-1092821.21161661,
-893780.815735023,
-951376.780518018,
-1031057.93913134,
-912639.603152912,
-951269.608651327,
-819753.370707847,
-819611.005615059,
-783844.489216964,
-819754.622855648,
-748685.303607356,
-931955.191599678,
-783813.042344263,
-931882.188332614,
-748779.364607014,
-766274.813156832,
-765962.869259799,
-748739.869781611,
-874880.922221247,
-819626.568208688,
-766221.586191796,
-856271.88397872,
-766188.216256665,
-681074.950431823,
-731519.410792518,
-748804.222925934,
-714537.500752444,
-766100.350770795,
-731521.407802266,
-731474.415700629,
-893673.622730375,
-664721.091628008,
-801665.63963334,
-616597.136559004,
-585617.015662812,
-555458.02896884,
-570355.286670866,
-648325.95341593,
-511564.662706602,
-664792.791387984,
-697683.510511975,
-748769.728524523,
-856261.690045727,
-555390.765034784,
-893710.857189866,
-511460.448632391,
-856241.630046486,
-748745.79754818,
-570418.084211796,
-570398.664807427,
-632516.858349364,
-616636.30559389,
-748931.30187522,
-697710.308085898,
